region,type,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Maine,all_day_bing_tiles_visited_relative_change,1.5829,1.3118,1.6834,1.3717,1.8057,1.7764,1.6818,1.6606,1.7022,1.5166,1.5519,1.5454,1.3079,1.189,0.9765,0.7146,0.2514,-0.1405,-0.7974,-1.2042,-1.6393,-2.0826,-2.4575,-2.7325,-2.9293,-2.9867,-3.0631,-3.0746,-3.3246,-3.5733,-3.4602,-3.4224,-3.8228,-4.0349,-4.2505,-4.2467,-4.0654,-4.0965,-4.1654,-4.0104,-4.0531,-3.866,-3.8282,-3.9747,-3.8743,-3.7331,-3.4076,-3.0294,-2.9972,-2.5377,-2.2426,-2.2449,-2.3756,-2.33,-2.2768,-1.9867,-2.0904,-2.2701,-2.2103,-1.8798,-1.8121,-1.876,-1.7687,-1.523,-1.1542,-0.9642,-0.9594,-0.8033,-0.5234,-0.9979,-0.9914,-0.9298,-0.9423,-0.8918,-0.7243,-0.7303,-0.2161,0.0586,0.1766,0.3518,0.477,0.6031,0.8786,1.0776,1.1036,0.882,0.9367,0.9465,0.8691,0.7605,0.6721,0.6046,0.9069,0.9095,0.8736,0.9428,1.0066,0.9499,0.9192,0.9651,1.0004,1.0801,0.8696,0.9263,1.1211,1.332,1.3452,1.4432,1.5124,1.8213,1.8749,1.9216,2.0468,2.0465,2.0026,1.8967,1.8852,1.8548,1.819,1.7097,1.4985,1.2878,1.3428,1.459,1.3866,1.2,1.2351,1.5152,1.7912,1.7279,1.5919,1.6336,1.6428,1.5559,1.4867,1.2868,1.3979,1.4587,1.3877,1.6639,1.8502,1.9234,2.1027,2.0845,1.959,2.0545,2.0915,2.0474,1.985,1.9159,1.9469,2.0114,2.0605,2.1022,2.1683,2.2889,2.2867,2.2494,2.3147,2.3451,2.3322,2.3629,2.3302,2.3979,2.4222,2.4094,2.4145,2.3828,2.3385,2.3082,2.2165,2.2502,2.2463,2.1623,2.1401,2.0906,2.0638,2.0476,2.0339,2.0262,2.1011
Maine,all_day_ratio_single_tile_users,3.6512,3.1415,2.8131,2.7459,2.677,2.6178,2.6878,2.6853,2.6767,2.7328,2.7153,2.7147,2.7769,2.7993,2.8582,2.9472,3.1286,3.299,3.5385,3.7202,3.9133,4.1062,4.2895,4.4625,4.5624,4.5858,4.6172,4.6165,4.7109,4.8446,4.7736,4.7676,4.9682,5.0738,5.1352,5.1298,5.0046,5.0087,5.0167,4.9467,4.9355,4.8626,4.8419,4.941,4.8909,4.8573,4.727,4.6123,4.6335,4.4694,4.3313,4.357,4.438,4.4298,4.3913,4.2862,4.3203,4.4216,4.4022,4.2499,4.2296,4.2701,4.2354,4.1549,3.9857,3.9264,3.9265,3.8562,3.7509,3.9344,3.9367,3.9199,3.9171,3.8967,3.8576,3.8582,3.6842,3.6143,3.5739,3.4885,3.4446,3.4226,3.3461,3.2818,3.2583,3.3586,3.3582,3.3581,3.3767,3.4038,3.4273,3.4506,3.3291,3.3181,3.3175,3.2742,3.2484,3.2519,3.265,3.255,3.247,3.2196,3.2851,3.261,3.2073,3.1366,3.1237,3.0975,3.0744,2.9987,3.0076,3.0081,2.9886,2.9947,3.0127,3.0527,3.0544,3.0563,3.0644,3.1006,3.188,3.2614,3.2504,3.2298,3.2462,3.2377,3.2271,3.1334,3.0421,3.0686,3.0873,3.0686,3.1202,3.1492,3.1606,3.1943,3.1444,3.1423,3.1691,3.1153,3.0751,3.0727,3.0421,3.0575,3.0917,3.0601,3.0552,3.0647,3.0738,3.1007,3.0901,3.0606,3.0442,3.0217,3.0044,2.9588,2.9539,2.9682,2.9553,2.9537,2.9499,2.9495,2.9558,2.935,2.9172,2.9115,2.908,2.9255,2.93,2.9458,2.9709,2.9681,2.9756,3.0058,3.0135,3.017,3.0369,3.053,3.0571,3.0619,3.0386
Maryland,all_day_bing_tiles_visited_relative_change,1.5342,1.6754,1.7661,1.822,1.8924,1.7213,1.675,1.7314,1.7878,1.7709,1.7172,1.676,1.655,1.3904,0.8442,0.3319,-0.3413,-1.1039,-1.9166,-2.594,-3.3267,-4.0241,-4.8341,-5.3479,-5.9934,-6.3316,-6.6701,-7.0949,-7.2602,-6.9711,-7.2633,-7.2436,-7.4609,-7.5819,-7.5671,-7.7048,-7.9571,-7.7657,-7.608,-7.5519,-7.6562,-7.4808,-7.5636,-7.9257,-7.8374,-7.7597,-7.6366,-7.4322,-7.4896,-7.169,-6.7895,-6.7796,-6.745,-6.7694,-6.9678,-6.7435,-6.9438,-6.9329,-6.8452,-6.6727,-6.7911,-6.4685,-6.1488,-5.765,-5.4775,-5.3266,-5.5261,-5.121,-5.0695,-5.185,-4.8762,-4.9151,-4.8638,-4.5264,-4.418,-4.1497,-3.784,-3.7403,-3.6553,-3.5467,-3.5085,-3.4186,-3.5872,-3.5911,-3.4929,-3.7242,-3.5426,-3.4014,-3.4268,-3.2127,-3.0864,-2.7719,-2.1907,-2.1283,-2.0236,-1.8337,-1.7416,-1.6528,-1.4636,-1.3591,-1.2719,-1.2225,-1.2165,-1.0493,-0.8244,-0.8088,-0.7856,-0.7496,-0.8046,-0.7892,-0.7792,-0.9333,-0.9193,-0.9737,-0.9976,-0.8294,-0.6557,-0.6009,-0.4264,-0.3606,-0.2958,-0.1664,-0.0932,0.0752,0.021,-0.4001,-0.3969,-0.3879,-0.5182,-0.6608,-0.8376,-0.898,-0.5363,-0.5604,-0.6124,-0.5296,-0.43,-0.3993,-0.2929,-0.2788,-0.3794,-0.4324,-0.5121,-0.6845,-0.8177,-0.9442,-0.9712,-0.8936,-0.8303,-0.8262,-0.7325,-0.6711,-0.6706,-0.7174,-0.7764,-0.7227,-1.2925,-1.2627,-1.2731,-1.2349,-1.1713,-1.0704,-1.1091,-0.4946,-0.537,-0.6455,-0.6256,-0.7082,-0.9739,-0.9626,-0.9366,-0.9181,-0.72,-0.5953,-0.517,-0.2798,-0.3014,-0.3617,-0.3164,-0.3427,-0.4299
Maryland,all_day_ratio_single_tile_users,4.7027,3.9596,3.6852,3.5073,3.403,3.3667,3.4718,3.4556,3.4417,3.4559,3.4885,3.5125,3.5071,3.5701,3.7776,3.9558,4.2142,4.5013,4.8032,5.069,5.3858,5.6832,6.0789,6.3325,6.6824,6.8395,6.9879,7.1869,7.2547,7.0852,7.2918,7.2814,7.4188,7.5132,7.4937,7.5174,7.661,7.516,7.4114,7.4036,7.5026,7.4081,7.457,7.6382,7.6009,7.6014,7.5411,7.4087,7.4998,7.3928,7.2177,7.2409,7.2196,7.2533,7.3262,7.1841,7.3271,7.3364,7.2964,7.214,7.273,7.1169,6.9876,6.7549,6.6078,6.5127,6.6278,6.4076,6.4386,6.5496,6.4234,6.4728,6.4805,6.3138,6.2907,6.1578,5.9844,6.0133,5.9702,5.9217,5.925,5.8802,5.9646,5.9527,5.8845,5.9315,5.8437,5.7698,5.7822,5.6706,5.6306,5.5515,5.3504,5.3103,5.2674,5.1841,5.1688,5.1626,5.1096,5.0915,5.0746,5.0528,5.0595,4.9835,4.8994,4.8888,4.8721,4.8523,4.8701,4.8344,4.8448,4.8931,4.8591,4.8678,4.882,4.8219,4.7952,4.7536,4.7251,4.7574,4.7422,4.6875,4.6697,4.6115,4.6574,4.6727,4.6413,4.6532,4.697,4.7283,4.7653,4.7614,4.7376,4.7581,4.754,4.7251,4.7034,4.7091,4.7011,4.7273,4.7769,4.8128,4.8465,4.9125,4.9426,4.9662,4.9703,4.9396,4.9166,4.9163,4.872,4.8508,4.8647,4.856,4.8647,4.8402,5.0272,5.0106,5.0174,4.9957,4.9833,4.9609,4.9664,4.7578,4.7918,4.8278,4.8124,4.8429,4.9451,4.9422,4.9275,4.9046,4.8265,4.8037,4.7747,4.6663,4.6749,4.6877,4.674,4.6881,4.6943
Massachusetts,all_day_bing_tiles_visited_relative_change,0.9421,1.1152,1.3975,1.332,1.4807,1.4539,1.3395,1.381,1.4295,1.3352,1.3302,1.2369,1.0552,0.9569,0.6822,0.2889,-0.2709,-0.7189,-1.3871,-1.7727,-2.1769,-2.6539,-3.092,-3.3733,-3.8185,-3.9598,-4.1714,-4.404,-4.7083,-4.854,-4.8488,-4.7548,-4.8476,-5.0506,-5.0641,-4.85,-4.6823,-4.5856,-4.6498,-4.6899,-4.5737,-4.4714,-4.5021,-4.7821,-4.7793,-4.6661,-4.4938,-4.386,-4.6111,-4.3967,-4.1734,-4.2521,-4.2541,-4.1821,-4.295,-3.8378,-4.0426,-4.0925,-3.9256,-3.7427,-3.7691,-3.6135,-3.5328,-3.0933,-2.772,-2.6376,-2.6189,-2.4024,-2.2498,-2.4295,-2.5026,-2.576,-2.5815,-2.4706,-2.3591,-2.2866,-1.9935,-1.8971,-1.7767,-1.6692,-1.582,-1.5091,-1.3299,-1.4242,-1.3184,-1.4388,-1.358,-1.303,-1.3065,-1.3989,-1.2203,-1.1055,-0.8187,-0.7852,-0.7962,-0.7081,-0.6477,-0.686,-0.7203,-0.6701,-0.6331,-0.5645,-0.6176,-0.5073,-0.2946,-0.1445,-0.0917,-0.0031,0.0884,0.2551,0.3135,0.343,0.4086,0.4305,0.441,0.3893,0.3924,0.4239,0.3225,0.1783,0.0802,0.0162,0.0575,0.1869,0.1421,-0.0393,0.1169,0.2825,0.3904,0.3824,0.2771,0.2632,0.4561,0.483,0.4304,0.3689,0.4119,0.4252,0.4118,0.5104,0.4815,0.4743,0.5211,0.5198,0.4059,0.4614,0.5066,0.5363,0.5697,0.5439,0.5594,0.6548,0.7173,0.7758,0.7436,0.7993,0.7002,0.6776,0.7406,0.7142,0.6252,0.6819,0.6801,0.8015,0.7998,0.7729,0.795,0.7646,0.5425,0.4787,0.4831,0.4922,0.4973,0.5054,0.5361,0.7562,0.7641,0.7336,0.7711,0.6441,0.6034
Massachusetts,all_day_ratio_single_tile_users,2.854,2.3796,2.1356,2.0616,2.0015,1.9547,2.0419,2.0217,2.0018,2.0269,2.0257,2.0475,2.1033,2.1227,2.224,2.3729,2.6147,2.799,3.0945,3.2672,3.4603,3.6983,3.9443,4.1264,4.3965,4.4639,4.577,4.693,4.8805,4.9486,4.9244,4.8455,4.9176,5.0652,5.0803,4.9458,4.8464,4.8086,4.8638,4.9088,4.8415,4.8006,4.8112,5.0197,5.0116,4.9634,4.8626,4.8041,4.9459,4.8566,4.6963,4.7766,4.7934,4.7444,4.8126,4.5801,4.7133,4.7688,4.6759,4.5643,4.5965,4.4823,4.4382,4.2089,4.0285,3.9491,3.95,3.8374,3.7987,3.8927,3.9093,3.954,3.9586,3.9218,3.8817,3.8374,3.7151,3.6897,3.6333,3.5928,3.5507,3.527,3.4648,3.4942,3.4507,3.4978,3.4691,3.4443,3.435,3.4597,3.3898,3.3524,3.2364,3.2178,3.2122,3.1822,3.1624,3.1706,3.1845,3.1479,3.1349,3.1098,3.1448,3.1098,3.0391,2.9766,2.97,2.942,2.9124,2.8442,2.8267,2.8235,2.8108,2.7995,2.7949,2.81,2.8056,2.796,2.8264,2.8746,2.9188,2.9455,2.9271,2.8992,2.9204,2.9245,2.8663,2.8142,2.7708,2.7736,2.7936,2.783,2.7717,2.7794,2.7759,2.795,2.7826,2.7698,2.7769,2.7483,2.7573,2.7632,2.7482,2.7583,2.7944,2.7648,2.7517,2.7327,2.734,2.7479,2.7307,2.7026,2.6956,2.6805,2.6961,2.6678,2.6909,2.6897,2.669,2.6715,2.6975,2.6844,2.6991,2.6582,2.6709,2.6878,2.6905,2.6992,2.7575,2.765,2.7627,2.7613,2.7523,2.7508,2.7431,2.6987,2.6999,2.7103,2.6899,2.7352,2.728
Michigan,all_day_bing_tiles_visited_relative_change,5.146,4.4923,4.7949,4.5271,4.433,3.9309,4.1823,4.2645,4.0764,3.8578,3.5619,3.4439,3.1824,1.5126,0.1338,-0.9593,-2.7853,-4.7567,-6.9004,-9.2881,-11.1301,-13.5372,-14.8125,-17.3902,-19.5033,-21.7823,-23.2218,-25.2914,-27.01,-29.069,-29.218,-28.789,-28.0344,-27.2934,-26.8948,-25.8846,-25.2482,-25.0482,-25.0454,-25.7149,-26.7931,-26.2002,-27.3369,-28.169,-28.2944,-28.1189,-27.4815,-26.9349,-26.3474,-24.7131,-23.2179,-22.7037,-22.7333,-22.8885,-22.3019,-21.8493,-20.6227,-20.0583,-18.7381,-18.3984,-17.5562,-15.8641,-14.3115,-12.9266,-12.0174,-11.4492,-9.6624,-8.3433,-8.8919,-9.1643,-10.0251,-10.3368,-9.8733,-9.4353,-9.8416,-9.1262,-7.886,-7.6875,-7.9831,-7.8931,-7.2678,-5.4552,-4.5289,-4.0441,-2.0175,-0.5735,0.5829,0.3622,-0.3067,-0.677,-0.8276,-0.8292,-0.0632,-0.0694,0.6888,1.7799,2.5588,3.3292,4.1316,4.5429,5.0332,4.2865,4.2078,4.4686,4.8231,5.3451,5.6209,5.8259,7.1322,7.8316,8.3352,8.5978,8.6593,8.3768,7.6827,7.456,7.506,7.4638,7.2991,8.1072,8.5812,9.6192,10.2044,10.7776,10.8948,10.0805,10.8137,11.1134,10.9776,10.5171,9.596,8.8399,9.5896,8.4486,7.9782,7.6286,7.4382,7.2023,7.7917,7.8185,7.1787,7.1337,7.1737,6.9715,7.2924,7.3066,7.6731,8.5678,8.2604,8.2424,8.5482,8.5524,8.7539,8.6729,7.8364,8.1252,8.2587,8.3105,8.4715,8.3603,8.2067,8.8275,8.6947,8.4514,8.4805,8.4191,8.4175,8.4923,8.3967,8.6138,8.779,8.7038,8.6194,8.5068,8.2769,8.4391,8.2697,8.1309,7.561,7.2304,6.5066
Michigan,all_day_ratio_single_tile_users,16.373,14.066,13.0505,12.6132,12.3571,12.2175,12.4151,12.3509,12.3907,12.4266,12.5053,12.5386,12.5642,12.9933,13.4466,13.9023,14.6213,15.3834,16.2147,17.1784,17.914,18.8205,19.3773,20.5944,21.4846,22.4825,23.0217,23.9201,24.6793,25.6191,25.6849,25.6464,25.1988,24.8179,24.6732,24.1376,23.7116,23.5752,23.4108,23.9254,24.6055,24.1831,24.6825,25.2825,25.4663,25.7224,25.5226,25.3005,25.2228,24.667,23.908,23.7836,23.7352,23.8441,23.5194,23.4358,23.0209,22.9582,22.3605,22.3354,22.0424,21.4879,20.917,20.4816,20.1505,19.9995,19.2435,18.7152,19.0839,19.3349,19.6635,19.8379,19.6823,19.5489,19.7781,19.4279,18.9652,19.0536,19.2085,19.1734,18.9748,18.2692,18.0094,17.7903,16.9989,16.5499,16.2051,16.2697,16.5003,16.5823,16.7025,16.7569,16.3351,16.2342,15.9496,15.5582,15.3198,15.0483,14.8136,14.6705,14.5631,14.7901,14.7737,14.6763,14.6068,14.5139,14.4328,14.3179,13.9072,13.7442,13.6548,13.6128,13.5009,13.601,13.821,13.9044,13.9041,13.884,13.8822,13.8928,13.7824,13.5355,13.3862,13.3104,13.3499,13.387,13.2894,13.3398,13.4062,13.5571,13.7407,13.8767,13.8952,14.1167,14.0964,14.0917,14.129,14.183,14.0174,14.0732,14.2694,14.3234,14.312,14.3521,14.2358,14.2244,14.1223,13.9919,14.0458,14.0724,14.0183,14.0293,13.9798,13.9757,14.0555,14.0122,13.9431,13.895,13.8686,13.869,13.9195,13.766,13.7782,13.8315,13.8182,13.8186,13.8759,13.8486,13.8588,13.7956,13.7384,13.7165,13.7279,13.7172,13.7206,13.6819,13.6768,13.7183,13.8526,13.8647,14.0258
Minnesota,all_day_bing_tiles_visited_relative_change,3.861,2.6208,2.7594,3.0038,2.672,2.792,2.7892,2.7765,2.795,2.5616,2.4018,2.5114,2.0556,1.0176,0.0914,-0.7085,-1.6737,-3.509,-5.9548,-8.1026,-10.3611,-13.1643,-14.5786,-16.1385,-16.9644,-16.6679,-16.69,-18.2073,-19.2317,-19.7579,-19.9168,-19.9378,-20.8619,-22.0785,-20.9553,-19.5805,-19.3649,-18.948,-19.0689,-18.95,-18.0267,-17.2354,-19.0613,-19.4814,-19.9718,-19.4694,-18.6206,-18.1073,-17.5603,-14.6698,-13.589,-12.6427,-11.8154,-11.3227,-10.9101,-10.329,-9.5574,-8.8038,-8.9334,-8.91,-8.089,-7.307,-6.6574,-6.0728,-5.8538,-5.4328,-4.9918,-5.1391,-5.2661,-5.6688,-6.2487,-6.288,-5.5926,-5.8126,-5.6775,-4.9989,-4.6655,-5.0661,-4.6328,-4.1556,-3.1335,-2.3421,-2.1889,-1.7453,-0.1661,-0.8916,-1.1405,-1.2948,-1.4443,-1.4387,-1.0767,-0.6373,0.6298,1.0094,1.5297,1.9016,2.3317,2.6214,2.4784,2.3045,2.2012,1.6031,1.6229,1.6725,1.9686,2.6049,2.9205,3.3664,3.9582,3.6183,3.4904,3.4079,3.6011,3.443,3.3409,3.2878,3.9022,3.9679,4.1793,4.0753,3.802,3.8191,4.0601,4.4718,4.3345,2.8757,3.1149,3.3845,3.3029,2.6998,1.6585,1.6381,2.6232,2.4984,2.5988,2.3407,2.6392,3.0463,3.0967,2.9211,2.7753,2.7604,2.8143,2.8171,2.7857,2.6907,2.5843,1.9534,1.8402,1.9767,2.0422,2.0629,2.4895,3.1036,3.8801,4.2262,4.5372,4.5427,4.4788,4.1601,3.8001,3.3862,3.1036,2.9183,2.5549,2.466,2.1501,2.4514,2.9674,3.2181,3.2649,3.5937,3.7089,4.149,3.9782,3.7164,3.3757,3.1744,2.9279,2.8431,2.4382
Minnesota,all_day_ratio_single_tile_users,13.7628,11.5808,10.6157,10.1239,9.9194,9.6319,9.8591,9.8155,9.8384,9.9164,9.9764,9.9984,10.0841,10.3457,10.6855,10.9915,11.3538,12.1089,13.0867,13.9609,14.9448,16.1326,16.7645,17.5245,17.8779,17.7713,17.7304,18.3704,18.7404,18.8186,18.8285,18.8786,19.2882,19.9751,19.4001,18.7919,18.8426,18.6947,18.7665,18.8406,18.4085,18.1308,19.0657,19.4806,19.8782,19.7921,19.5152,19.3891,19.3073,18.1379,17.7126,17.381,17.0639,16.8838,16.7114,16.5312,16.24,15.8994,15.9229,15.92,15.6327,15.4184,15.1638,14.9773,14.9644,14.7804,14.6351,14.6941,14.765,15.073,15.3178,15.3025,15.0796,15.2254,15.13,14.9087,14.6749,14.9421,14.8688,14.7235,14.3965,14.2625,14.2372,14.181,13.5571,13.9543,14.0591,14.0535,13.9942,13.981,13.7523,13.5275,12.8531,12.6382,12.4193,12.2743,12.1147,11.9835,12.1343,12.1807,12.2063,12.3442,12.3331,12.2703,12.2498,12.0205,11.9311,11.7798,11.6205,11.6974,11.741,11.7477,11.6365,11.6159,11.6167,11.5607,11.4028,11.3634,11.3079,11.3071,11.3928,11.3889,11.4194,11.3971,11.5333,11.7391,11.7101,11.6773,11.6542,11.7413,11.8927,11.7253,11.5886,11.626,11.5114,11.594,11.4856,11.3796,11.4102,11.4557,11.4955,11.5088,11.4586,11.4561,11.3979,11.4208,11.4737,11.6494,11.6442,11.5829,11.5861,11.6038,11.4961,11.296,11.0624,11.0048,10.9477,10.9234,10.9156,10.9973,11.12,11.3314,11.3711,11.3393,11.4508,11.4972,11.5803,11.4424,11.2092,11.1656,11.1773,11.077,11.0608,10.9616,11.015,11.0679,11.1244,11.2105,11.2292,11.2382,11.2647
Mississippi,all_day_bing_tiles_visited_relative_change,5.907,6.2831,6.4632,4.9995,4.7234,4.7888,4.7836,4.4539,4.2238,3.6562,4.0358,4.1149,3.3559,2.352,1.4158,0.769,-0.0178,-0.9613,-2.3506,-4.0184,-6.1031,-8.5778,-10.5865,-12.3056,-13.57,-14.4969,-14.8267,-14.8538,-14.3903,-14.123,-14.2524,-13.7763,-13.478,-13.2693,-14.3549,-15.2502,-15.6168,-15.9671,-17.0793,-17.8829,-18.7382,-17.8425,-19.0637,-18.9685,-18.1372,-16.903,-16.1125,-15.2916,-14.7053,-13.663,-13.1615,-12.5922,-12.9185,-13.5932,-13.3505,-13.144,-11.5495,-11.0205,-10.9329,-10.7067,-9.2887,-8.2169,-7.1569,-6.2724,-5.5204,-4.9455,-3.9878,-3.769,-4.8967,-4.7477,-4.2313,-4.0762,-3.8125,-3.5118,-3.4642,-2.6298,-2.6593,-3.1987,-3.3007,-3.2962,-3.3119,-2.9735,-2.4697,-2.1961,-1.6916,-3.106,-3.0618,-3.4641,-3.483,-3.5912,-3.2929,-2.9052,-0.6664,-0.4002,0.4938,0.673,0.7191,0.647,0.132,-1.4033,-1.826,-2.1793,-2.1433,-1.8659,-1.6243,-0.9534,0.3946,1.0481,1.2945,1.3478,1.3462,1.546,1.5649,1.078,0.6231,-0.0694,-0.5189,-0.975,-1.5594,-1.8536,-1.6268,-1.3059,-0.5407,0.0026,0.2985,-0.8953,-1.0678,-1.1113,-1.3954,-2.2574,-2.7992,-3.1039,-2.0441,-2.18,-2.2879,-2.3571,-1.9951,-1.8621,-1.7667,-1.7247,-1.6039,-1.5586,-1.5705,-1.6569,-1.7575,-1.9809,-2.312,-2.5912,-2.9502,-2.9941,-3.0962,-3.0856,-2.5719,-2.021,-1.5497,-0.7399,-0.3945,0.0047,0.2745,0.0755,-0.1035,-0.2627,-0.6854,-0.9708,-1.2289,-1.5347,-1.6545,-1.7335,-1.6477,-1.6967,-1.5449,-1.4148,-1.3262,-1.3121,-1.3818,-1.3613,-1.656,-2.2555,-2.6355,-3.3013,-3.6141
Mississippi,all_day_ratio_single_tile_users,12.1979,11.0009,10.2989,10.4012,10.1622,9.8578,9.9637,10.0219,10.0886,10.2259,10.1485,10.2324,10.44,10.6025,10.8716,11.0366,11.3703,11.731,12.1584,12.666,13.5042,14.5392,15.2139,15.824,16.2699,16.5715,16.6681,16.5398,16.2209,16.1818,16.322,16.1729,16.1303,16.0321,16.4738,16.7779,16.9032,17.0389,17.3997,17.6248,17.9705,17.5159,18.0993,18.0239,17.7,17.3488,17.14,16.8216,16.7367,16.3574,16.1821,15.9073,16.0352,16.2129,16.1388,16.0867,15.3945,15.2332,15.2935,15.1236,14.6926,14.3854,14.0462,13.7846,13.5584,13.2968,13.0805,12.9924,13.457,13.4881,13.2309,13.2534,13.2011,13.0623,13.0647,12.73,12.7053,12.9508,12.95,12.9359,12.9265,12.7796,12.6464,12.6008,12.4097,12.833,12.852,12.9435,12.9763,12.9521,12.809,12.7525,12.08,11.9213,11.6448,11.568,11.5806,11.5966,11.7194,12.1627,12.2853,12.3343,12.2828,12.1545,12.0771,11.901,11.5017,11.3011,11.2395,11.2262,11.2447,11.1974,11.088,11.2087,11.3355,11.5473,11.6667,11.8299,12.013,12.2093,12.1483,12.1105,11.9402,11.874,11.7891,11.9252,11.9931,12.0206,12.0721,12.2392,12.313,12.3656,12.2491,12.2219,12.1807,12.119,12.0326,12.018,11.9864,11.9662,11.9313,11.9749,12.026,12.0341,12.069,12.145,12.2266,12.3001,12.3277,12.3928,12.451,12.4276,12.2396,12.1122,11.9377,11.7389,11.5387,11.3769,11.2461,11.2643,11.2465,11.3057,11.4139,11.491,11.5408,11.599,11.6629,11.6477,11.6598,11.6327,11.5522,11.5017,11.4337,11.3804,11.379,11.2608,11.2816,11.4503,11.5004,11.6781,11.7298
Missouri,all_day_bing_tiles_visited_relative_change,9.6618,7.7701,8.5705,9.409,9.5081,9.0507,9.0104,8.8759,8.0952,7.5072,7.1122,6.5259,5.7952,3.2504,1.5204,0.9038,-0.4756,-2.6229,-5.1728,-7.3937,-8.9833,-12.2405,-14.1201,-16.8641,-18.2533,-18.8214,-19.9096,-20.9928,-20.1331,-20.0356,-19.0711,-18.3556,-18.2134,-18.124,-18.3114,-18.7926,-19.4713,-19.7058,-20.2748,-20.7224,-20.8685,-20.4264,-21.5375,-21.5586,-21.5937,-20.8229,-20.0893,-19.8982,-18.6767,-16.3319,-14.8458,-13.505,-13.8506,-14.1825,-13.7789,-14.3577,-13.2209,-13.0652,-13.3009,-13.0988,-11.6543,-9.7957,-7.3646,-7.2775,-7.0841,-6.258,-4.9609,-4.562,-4.8818,-4.6168,-3.2109,-2.5018,-2.9016,-3.0907,-3.1299,-3.2382,-3.7487,-4.7429,-4.5291,-3.8412,-2.9845,-2.2105,-1.4175,-0.2814,0.8566,-0.5789,-0.7069,-1.3019,-1.8904,-1.5487,-1.4961,-0.9103,1.4117,2.2706,3.3889,3.9115,3.8765,3.9801,4.0134,3.7078,2.8661,2.4327,2.7993,3.2788,3.654,4.3629,4.7336,5.8193,6.2538,6.3271,6.2842,5.9968,5.5821,5.3307,5.1068,5.1119,5.2372,5.2079,4.9811,4.7177,4.7454,4.5004,4.4552,4.8862,4.548,3.0449,3.5303,3.7414,3.8913,3.7184,2.8617,2.9363,4.3144,3.8743,3.511,3.4213,3.0314,2.9215,2.6639,2.4169,2.2989,2.0085,1.5733,1.5996,1.5472,1.6807,1.783,1.642,1.5619,1.941,1.8179,1.426,1.3509,1.5366,1.5638,2.4781,3.1329,3.6558,4.3779,4.5373,4.2247,4.1793,3.5213,2.6114,2.1429,1.862,1.798,2.049,2.4097,2.6349,3.1344,3.4846,3.7779,3.9,3.9896,3.7139,3.7072,3.4294,3.2962,2.9833,2.669
