region,type,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
New York,all_day_bing_tiles_visited_relative_change,3.4822,3.0062,3.3861,3.1038,3.592,3.7078,3.7816,3.9794,4.2621,3.9613,3.8557,3.602,3.1281,2.2703,1.1041,-0.1896,-1.8228,-3.5278,-5.7284,-7.7045,-9.7453,-11.9668,-14.8485,-16.537,-18.1162,-18.9811,-19.6982,-20.707,-21.4646,-21.167,-21.1,-20.6917,-20.8241,-21.1577,-20.6552,-20.155,-19.5198,-18.9956,-19.3188,-19.7029,-20.0473,-19.9637,-20.3612,-21.2003,-21.3547,-20.894,-20.3811,-19.7822,-19.9604,-19.0139,-17.9332,-18.0852,-18.3,-18.1006,-17.9318,-16.6137,-17.1486,-17.419,-16.497,-15.8428,-15.7936,-15.2319,-14.7801,-12.6247,-11.8939,-11.6082,-11.4357,-10.5449,-10.3538,-11.211,-11.7569,-12.0256,-12.1233,-11.6297,-11.4091,-11.1383,-9.8306,-9.2334,-8.6329,-7.9651,-7.4951,-6.8119,-5.9957,-6.1008,-5.4955,-5.6939,-5.4495,-5.3463,-5.6367,-6.1268,-5.9761,-6.3539,-5.3942,-5.5282,-5.6909,-5.3462,-4.7789,-4.3122,-3.6922,-3.3867,-2.9234,-2.5584,-2.5653,-2.277,-2.0678,-2.0242,-1.8804,-1.6548,-1.2941,-0.8219,-0.5828,-0.1853,0.3649,0.3682,0.2473,0.1674,0.2083,0.2835,-0.2534,-0.6225,-0.6094,-0.49,-0.3111,0.1385,-0.0908,-0.5544,0.098,0.3317,0.3903,0.1467,-0.3457,-0.3737,-0.009,-0.5069,-0.6166,-0.5924,-0.2952,-0.3399,-0.313,0.3588,0.5413,0.479,0.4948,0.1888,0.144,0.4122,0.5703,0.8481,0.8324,0.7069,0.833,1.0024,1.156,1.2848,0.797,1.1,0.3647,0.5356,0.8097,0.7171,0.5012,1.0777,0.9748,1.8174,1.8307,1.6608,1.7749,1.9335,1.6484,1.5524,1.6457,1.6301,1.7654,1.7961,1.7984,2.0094,2.0779,1.9413,1.9889,1.329,1.0745
New York,all_day_ratio_single_tile_users,13.3354,11.1936,10.3372,9.9189,9.616,9.4166,9.674,9.5832,9.5195,9.6296,9.6624,9.7396,9.8609,10.0357,10.3791,10.8282,11.4823,12.2064,13.088,13.8631,14.7293,15.726,17.2649,18.1683,18.9685,19.3683,19.7188,20.2511,20.6654,20.4016,20.3291,20.1145,20.2654,20.5193,20.2509,19.9521,19.6024,19.3771,19.5582,19.8169,20.0349,20.0356,20.1337,20.6891,20.7737,20.6656,20.4513,20.1359,20.2963,20.0365,19.4645,19.6575,19.7554,19.6586,19.6242,19.0126,19.3364,19.5181,19.0064,18.6772,18.6996,18.3986,18.2295,17.2662,16.9086,16.7948,16.7546,16.3001,16.3051,16.7654,16.9409,17.0777,17.1612,16.9375,16.855,16.6646,16.0701,15.8756,15.5965,15.3267,15.1497,14.9213,14.6718,14.7208,14.4824,14.4773,14.3829,14.3644,14.4762,14.6166,14.5511,14.7368,14.4233,14.4475,14.4382,14.2544,14.065,13.8837,13.6598,13.5236,13.3442,13.2271,13.2571,13.1397,13.0885,13.0681,13.0502,12.9637,12.8156,12.6317,12.5882,12.4632,12.267,12.2586,12.2903,12.3074,12.2942,12.2344,12.3996,12.5811,12.5916,12.5984,12.5443,12.457,12.555,12.4622,12.2027,12.1556,12.1025,12.1979,12.3146,12.3536,12.4868,12.717,12.7035,12.6925,12.5918,12.5914,12.541,12.3253,12.2894,12.3446,12.356,12.4606,12.49,12.4348,12.4305,12.3842,12.3959,12.4312,12.3968,12.3414,12.2682,12.216,12.2987,12.1721,12.4381,12.3485,12.2504,12.2636,12.2917,12.149,12.2096,11.9238,11.9777,12.0326,12.0293,12.0201,12.1227,12.1466,12.1143,12.101,12.0421,12.0322,12.0555,12.0034,11.9811,12.0231,11.9784,12.2022,12.2412
North Carolina,all_day_bing_tiles_visited_relative_change,6.2536,6.0099,6.0789,5.6382,5.9147,5.5602,5.5217,5.3006,5.2798,5.0365,4.9451,5.1994,5.0896,4.5156,3.1403,1.6457,-0.2407,-2.3008,-4.5418,-6.5177,-8.9656,-11.5832,-14.0499,-15.6122,-17.1497,-18.4964,-19.5569,-20.0167,-19.9326,-19.3743,-20.3959,-21.0353,-21.6198,-21.7402,-22.3599,-23.0155,-23.3617,-22.5533,-21.9083,-21.5657,-22.4004,-22.3026,-23.153,-24.2174,-23.7832,-23.2507,-22.6049,-21.2697,-20.829,-19.2855,-18.7543,-18.4672,-18.2855,-19.3834,-19.8195,-19.7734,-19.5747,-18.2368,-17.6351,-17.1626,-16.4758,-15.2557,-13.701,-11.9817,-11.2434,-11.3563,-11.4054,-10.2011,-10.4235,-10.1634,-9.686,-9.5786,-9.051,-8.4921,-8.129,-7.4477,-6.8133,-6.5829,-6.9946,-8.1851,-9.6153,-10.9161,-11.293,-11.3529,-11.1989,-12.0951,-10.2861,-9.0365,-7.9641,-7.9451,-7.9163,-7.4187,-5.0829,-4.8899,-3.7134,-2.6113,-1.8917,-1.2561,-0.9403,-1.1521,-1.3169,-1.7392,-2.1716,-2.1319,-1.7794,-1.8977,-2.7848,-3.967,-4.678,-4.7395,-4.7903,-5.0014,-4.7309,-4.0119,-2.855,-2.0303,-1.9037,-1.7037,-1.5507,-1.8707,-1.8323,-1.7652,-1.5927,-0.6587,-0.6804,-2.0996,-1.8004,-1.52,-1.6504,-2.2358,-3.2462,-3.4114,-2.217,-2.538,-2.9101,-2.8971,-2.4328,-2.2465,-2.2329,-2.3802,-2.6185,-2.6927,-2.8736,-3.2551,-3.4237,-3.6183,-3.5988,-3.365,-3.2097,-3.063,-2.9579,-2.8957,-2.4289,-2.0988,-2.1431,-2.3183,-3.2196,-3.0526,-3.1118,-3.5552,-3.9243,-3.7362,-3.626,-2.6877,-2.7315,-2.6466,-2.5622,-3.1733,-3.6708,-3.641,-3.6022,-3.8809,-4.169,-4.4296,-4.007,-3.8444,-4.1279,-4.3895,-4.2506,-4.024,-3.7889
North Carolina,all_day_ratio_single_tile_users,18.0925,15.561,14.4643,13.9495,13.7431,13.5805,13.8917,13.9366,13.9233,14.0613,14.0494,13.9674,13.8963,13.9866,14.4195,14.8635,15.456,16.2125,16.9643,17.6359,18.462,19.4415,20.352,20.9558,21.4921,21.9167,22.1792,22.2081,22.0115,21.734,22.1913,22.5082,22.7952,22.9223,23.1307,23.2777,23.4385,23.0386,22.712,22.5535,22.9122,22.8603,23.2171,23.6264,23.5042,23.5213,23.4232,22.984,22.9977,22.5955,22.4941,22.5029,22.3873,22.8085,22.9492,23.0728,23.0255,22.616,22.4451,22.3293,22.0762,21.7364,21.1247,20.5886,20.2788,20.2891,20.3292,19.9336,20.1031,20.1682,19.9371,19.9944,19.8538,19.6692,19.5429,19.2268,19.0653,19.2304,19.3668,19.7892,20.2968,20.7478,20.8742,20.842,20.7881,21.1139,20.4445,19.9937,19.5686,19.5437,19.4962,19.3265,18.4652,18.3613,17.902,17.5847,17.3567,17.2373,17.1918,17.2851,17.3336,17.4808,17.6065,17.626,17.5803,17.5873,17.9132,18.3997,18.5667,18.5622,18.6073,18.6476,18.4568,18.1629,17.7259,17.5078,17.4766,17.3673,17.4009,17.6554,17.6963,17.6977,17.6966,17.5259,17.6453,17.7641,17.6463,17.6202,17.6964,17.8294,18.0246,17.9916,17.8741,18.0056,18.0323,17.9437,17.849,17.7956,17.8016,17.8821,17.9566,18.0142,18.0866,18.1618,18.2777,18.3535,18.3764,18.3046,18.2705,18.23,18.2392,18.1912,18.05,17.8774,17.8158,17.8158,17.9851,17.8823,17.8352,17.8806,17.9238,17.8732,17.7839,17.5106,17.4674,17.4074,17.3958,17.5915,17.771,17.7933,17.844,17.9359,18.0212,18.1083,17.9685,17.8619,17.9301,17.9552,17.8679,17.7607,17.6377
North Dakota,all_day_bing_tiles_visited_relative_change,1.3751,1.4608,1.5851,1.6514,1.5886,1.5718,1.5928,1.5837,1.5634,1.5771,1.5942,1.6418,1.5641,1.3067,1.0656,0.8711,0.7259,0.4744,0.0653,-0.3044,-0.6547,-0.9735,-1.1248,-1.4542,-1.6604,-1.7217,-1.7188,-1.6906,-1.5962,-1.5966,-1.6483,-1.777,-2.0518,-2.3531,-2.5482,-2.706,-2.8189,-2.7987,-2.8433,-2.6379,-2.4781,-2.4661,-2.631,-2.8169,-2.8847,-2.7008,-2.5813,-2.425,-2.2065,-1.8405,-1.5731,-1.3963,-1.2987,-1.2879,-1.2571,-1.1386,-0.9957,-0.8489,-0.7969,-0.7194,-0.5305,-0.3651,-0.1633,-0.0642,-0.1177,-0.0887,-0.0255,-0.0162,0.0131,-0.2717,-0.3019,-0.1393,-0.0114,-0.08,-0.0503,0.067,0.5596,0.9342,1.0689,1.2398,1.4665,1.599,1.7073,1.6794,1.5123,1.2491,1.2576,1.2686,1.3349,1.272,1.3541,1.5649,1.8772,1.9048,1.9549,1.9366,1.979,1.7847,1.6946,1.656,1.5728,1.5597,1.6213,1.6713,1.8505,1.8504,1.8859,1.9373,1.9094,1.8372,1.8343,1.822,1.9605,1.9872,2.1038,2.1777,2.2542,2.2485,2.2977,2.3146,2.2242,2.0407,2.0879,2.2189,2.1837,1.9393,1.8798,1.9241,1.9858,1.8929,1.7614,1.7986,2.014,1.9623,1.9667,1.997,2.0596,2.0416,1.9834,1.895,1.988,1.9522,1.8981,1.8592,1.8187,1.8416,1.9016,1.7852,1.8729,1.9475,1.9641,2.024,2.0459,2.0771,2.1499,2.1218,2.1286,2.0744,2.0222,1.9986,2.0137,1.9039,1.928,1.9209,1.9519,1.9498,1.9037,1.8849,1.9983,1.9673,1.8898,1.8776,1.8966,1.9371,1.9717,1.8752,1.8249,1.7942,1.7256,1.6963,1.6339
North Dakota,all_day_ratio_single_tile_users,2.6588,2.0691,1.8446,1.7397,1.6724,1.6399,1.6886,1.7019,1.7385,1.7642,1.7694,1.799,1.8085,1.8748,1.9476,2.0181,2.0817,2.1792,2.3679,2.5165,2.7255,2.9229,3.0338,3.18,3.318,3.3323,3.3755,3.3507,3.3027,3.312,3.3299,3.3707,3.535,3.6417,3.7303,3.8213,3.8489,3.8525,3.8528,3.7514,3.6923,3.6702,3.6934,3.7814,3.829,3.7956,3.7535,3.7184,3.6609,3.5469,3.4569,3.3993,3.3496,3.3136,3.2808,3.2364,3.1717,3.1137,3.0978,3.0929,3.0102,2.9751,2.8894,2.8471,2.8477,2.8173,2.7442,2.763,2.7364,2.8013,2.7934,2.7443,2.6792,2.7135,2.6891,2.6676,2.5638,2.4777,2.4184,2.4074,2.3484,2.3146,2.2781,2.2737,2.3314,2.4501,2.4244,2.4162,2.4003,2.3938,2.3174,2.2352,2.0778,2.0501,2.0209,2.0153,1.9859,2.0363,2.0654,2.1029,2.1332,2.1506,2.1363,2.1602,2.1339,2.1173,2.0968,2.0788,2.072,2.0913,2.0795,2.0606,1.9803,1.9806,1.9764,1.9466,1.9422,1.9402,1.9537,2.0072,1.9922,2.0208,2.0105,1.9647,1.9744,1.9799,1.9752,1.99,1.9481,1.9623,1.998,1.9812,1.9575,1.9229,1.9274,1.936,1.9289,1.9071,1.9085,1.9266,1.9338,1.9321,1.9203,1.9212,1.9203,1.9181,1.9253,1.9411,1.9255,1.9253,1.9402,1.944,1.9527,1.9205,1.896,1.8904,1.8842,1.8902,1.898,1.892,1.898,1.9276,1.9328,1.9279,1.9217,1.9263,1.9408,1.9493,1.9373,1.9255,1.9276,1.9211,1.906,1.9003,1.901,1.8955,1.9111,1.9198,1.9202,1.9245,1.9133
Ohio,all_day_bing_tiles_visited_relative_change,7.1607,5.6867,5.6443,5.4902,6.288,5.7808,5.8152,5.9984,6.4062,6.0235,5.6188,5.2874,5.0418,3.2236,1.0087,-0.5778,-2.329,-4.4618,-7.1482,-9.4946,-11.7557,-13.6413,-15.6481,-18.1965,-19.9964,-21.2514,-22.8958,-23.9125,-24.6936,-25.513,-25.0381,-24.7143,-24.5077,-23.3125,-21.9909,-22.0441,-21.2779,-20.8728,-20.3593,-20.5047,-21.4675,-21.7395,-22.051,-23.0401,-22.9555,-22.7215,-22.0972,-21.8224,-21.3203,-19.8119,-18.0391,-17.443,-17.2803,-17.4303,-16.3644,-15.4891,-16.1444,-15.7474,-14.9598,-14.6053,-14.0285,-13.2367,-11.9007,-9.436,-8.8076,-8.739,-8.1406,-7.0956,-7.4918,-8.1959,-8.335,-9.2281,-8.7473,-7.9429,-7.8059,-7.1028,-6.1305,-5.4825,-4.8523,-5.2396,-5.6323,-5.5133,-5.0185,-4.334,-3.1256,-3.7349,-2.3748,-1.4455,-0.8568,-0.6762,-0.5524,-0.6323,1.6501,1.9676,2.2897,2.4911,3.0366,3.5092,4.159,4.1145,4.0902,3.6591,4.2142,4.7509,4.64,4.4057,4.3022,4.5945,5.183,5.1236,4.989,5.4384,5.7835,5.362,4.8216,4.6343,4.7611,4.7737,3.8639,3.3462,3.7888,4.2648,4.8867,5.6615,5.5666,4.5501,4.7302,4.6874,4.3594,3.5377,2.4705,2.0673,3.2098,2.7055,2.6186,2.8396,3.0621,2.9451,3.1666,3.1775,3.1011,2.7915,2.4517,1.8865,1.6154,1.431,1.4927,1.7944,1.6776,1.6788,2.026,2.2449,2.5147,2.0118,1.0068,1.4516,1.4381,1.5789,2.0035,2.1286,2.9038,4.1271,4.068,4.1561,4.0408,3.8224,3.6861,3.1156,2.5726,2.5578,2.6447,2.7986,2.9699,3.1502,3.434,3.6951,3.6174,3.5076,3.2793,2.9365,2.272
Ohio,all_day_ratio_single_tile_users,17.8586,15.5694,14.4231,13.837,13.3986,13.2179,13.5043,13.4232,13.3133,13.468,13.5552,13.6227,13.6515,14.1575,14.8695,15.3939,16.1174,17.0259,18.1077,19.0455,20.1063,20.9496,21.8937,23.1716,23.9379,24.4291,25.1697,25.4857,25.72,26.0884,25.8712,25.8287,25.7549,25.1656,24.535,24.5718,24.1743,23.8947,23.5577,23.7519,24.3308,24.4569,24.4372,24.9833,25.0618,25.2182,25.0471,25.0037,24.9441,24.5376,23.784,23.5838,23.5082,23.5535,23.014,22.6802,23.1201,23.01,22.6699,22.5133,22.3441,22.0791,21.6368,20.5956,20.3587,20.3483,20.1229,19.647,19.8613,20.2005,20.2081,20.5758,20.3956,20.0855,20.0843,19.7492,19.357,19.1724,18.8903,19.0104,19.1625,19.0528,18.8892,18.6778,18.2997,18.4483,17.9141,17.5573,17.3344,17.2836,17.2634,17.3459,16.6001,16.4811,16.3486,16.2988,16.1177,16.0002,15.8175,15.8645,15.9086,16.0311,15.8862,15.7515,15.7696,15.8529,15.8831,15.777,15.5874,15.5928,15.6484,15.5613,15.408,15.5105,15.6901,15.7267,15.6892,15.6829,15.9015,16.1245,16.0339,15.9174,15.8436,15.7565,15.8549,15.8297,15.6425,15.7163,15.8153,15.9905,16.2069,16.2387,16.2221,16.4858,16.4292,16.318,16.2501,16.2176,16.1752,16.1529,16.2172,16.3024,16.3927,16.5664,16.6742,16.6851,16.7047,16.6229,16.7067,16.7441,16.6388,16.5716,16.4834,16.5785,16.8132,16.6227,16.557,16.4744,16.3299,16.314,16.0969,15.7453,15.7833,15.7675,15.7964,15.8632,15.9083,16.0889,16.2484,16.2255,16.1915,16.1346,16.0452,15.99,15.9206,15.8505,15.8523,15.9102,15.9694,16.0433,16.1632
Oklahoma,all_day_bing_tiles_visited_relative_change,8.4239,7.4911,7.9076,7.3549,7.004,6.6355,6.3868,5.4685,4.982,4.5023,4.4684,4.441,3.8546,2.4588,1.9599,1.3563,-0.0396,-1.4667,-3.4023,-4.9124,-6.0772,-7.763,-9.0076,-9.6561,-10.1372,-10.4443,-10.8886,-11.3225,-11.1656,-11.7611,-12.3008,-12.4368,-12.6377,-13.1306,-13.7738,-14.4831,-14.202,-13.9232,-14.1889,-14.1961,-13.6726,-13.1519,-13.5889,-13.8666,-14.3267,-13.8863,-13.5126,-13.4079,-12.6857,-11.5754,-10.5565,-9.577,-10.377,-10.3524,-9.9623,-9.5036,-8.4384,-8.417,-8.3759,-7.3048,-6.6242,-5.7582,-5.0554,-4.7096,-4.1836,-3.5499,-3.0471,-3.0163,-3.1972,-3.0505,-2.4236,-2.3909,-2.9777,-3.2064,-3.1544,-3.425,-3.9021,-4.134,-3.6615,-2.736,-2.1037,-1.8515,-1.285,-0.5312,-0.3187,-2.1493,-2.5095,-2.935,-2.9603,-2.7732,-2.5844,-2.1039,0.1562,0.8031,1.5091,1.942,2.1212,2.3333,2.3587,2.1461,1.949,1.9387,1.99,2.0839,2.1045,2.2123,2.391,2.5136,2.4843,2.4283,2.2606,1.9891,1.7598,1.4444,1.3813,1.2557,1.1891,1.2109,1.2637,1.1394,1.1607,1.2872,1.4918,1.7659,1.7141,0.687,1.0345,0.9821,0.917,0.5513,0.0234,-0.1986,0.4387,-0.1468,-0.3855,-0.6565,-0.6094,-0.5609,-0.473,-0.3598,-0.2853,-0.1088,-0.1105,-0.1959,-0.2492,-0.2638,-0.2339,-0.1461,-0.0554,-0.3565,-0.7347,-0.7967,-0.5388,-0.2494,-0.0493,0.3445,1.0525,1.4848,1.7753,1.4133,1.2825,1.0795,0.706,0.4117,0.4393,0.2546,0.4598,0.3188,0.2707,0.1692,0.3318,0.3451,0.5953,0.7366,0.8106,0.8686,0.9039,0.826,0.8231,0.6268,0.5303
Oklahoma,all_day_ratio_single_tile_users,10.6355,9.3763,8.6311,8.4731,8.2701,8.1417,8.3546,8.5968,8.694,8.8142,8.7747,8.7757,8.9815,9.3926,9.6162,9.8578,10.3786,10.8887,11.5875,12.0722,12.4516,13.1105,13.5139,13.678,13.8265,13.9119,13.9978,14.0776,13.8635,14.1467,14.3239,14.3813,14.4825,14.7818,15.1528,15.4566,15.2314,15.1853,15.2468,15.2262,14.9379,14.564,14.6735,14.9126,15.1464,15.1294,15.0237,15.1336,14.9589,14.6268,14.2071,13.7925,14.1036,14.061,13.8216,13.6607,13.2884,13.295,13.2828,12.7922,12.5906,12.2604,12.0376,11.9228,11.7207,11.5013,11.3508,11.3587,11.4848,11.4346,11.1663,11.1979,11.4571,11.5295,11.4713,11.5502,11.7521,11.9179,11.7787,11.4556,11.2894,11.2387,11.1001,10.8689,10.8034,11.4884,11.5746,11.7243,11.7406,11.6163,11.5528,11.4853,10.7071,10.5558,10.3233,10.198,10.1959,10.2001,10.1992,10.2547,10.2864,10.3255,10.3334,10.3076,10.2737,10.2443,10.2154,10.1938,10.2012,10.2215,10.3143,10.3804,10.3818,10.4526,10.5068,10.5295,10.5349,10.4791,10.4922,10.5519,10.5618,10.4717,10.4138,10.3593,10.3623,10.3635,10.1948,10.199,10.2865,10.3813,10.5419,10.6222,10.7224,10.9953,11.0464,11.0742,11.0918,11.0626,11.0751,11.029,11.0291,11.0005,11.0567,11.0908,11.1092,11.0903,11.0833,11.0599,11.093,11.108,11.1767,11.191,11.1027,10.9942,10.9318,10.7241,10.5222,10.3071,10.1872,10.2418,10.3029,10.3137,10.4081,10.4997,10.5665,10.5475,10.4858,10.5142,10.5351,10.5226,10.4522,10.3384,10.3022,10.2326,10.2153,10.2138,10.2026,10.1931,10.2339,10.2636,10.2925
Oregon,all_day_bing_tiles_visited_relative_change,3.2152,2.615,2.7338,2.5494,2.3874,2.1222,1.9709,1.8014,1.8008,1.823,1.7491,1.6578,1.4876,0.9839,0.4667,0.084,-0.5323,-1.1058,-1.6268,-1.9934,-2.0757,-2.3047,-2.9482,-3.7488,-4.4641,-5.0899,-5.8176,-6.6175,-7.3681,-7.6434,-7.6357,-7.4915,-7.4565,-7.2403,-7.1451,-7.0086,-6.8511,-6.6144,-6.5254,-6.4293,-6.3766,-6.0085,-5.8798,-5.7122,-5.6304,-5.458,-5.2091,-5.0288,-4.9962,-4.6165,-4.4623,-4.3812,-4.6445,-4.8427,-4.9681,-4.9858,-4.8745,-4.94,-4.822,-4.4062,-4.1548,-3.7494,-3.6146,-3.505,-3.202,-2.9643,-2.9383,-2.7295,-2.6886,-2.0622,-1.6105,-1.6048,-1.849,-1.8701,-2.1119,-2.0639,-2.3247,-2.676,-2.7318,-2.5443,-2.4073,-2.1579,-2.1401,-1.7813,-1.1938,-1.1399,-0.9798,-0.8024,-0.5674,-0.3855,-0.7123,-0.8691,-0.4301,-0.2221,0.057,0.1562,0.2309,0.4797,0.4694,0.34,0.1801,0.091,0.0313,-0.0406,-0.0214,0.2517,0.2609,0.3446,0.3814,0.5297,0.7429,1.0471,1.2787,1.4809,1.6818,1.7472,1.7164,1.6946,1.8142,1.6298,1.5617,1.5452,1.6445,1.8959,1.9106,1.4901,1.7747,1.9584,1.9435,1.8309,1.5776,1.5319,1.9706,1.8822,1.7855,1.8031,1.9054,1.9026,1.9861,1.9928,2.0229,2.0999,2.1497,2.1392,2.1768,2.1723,2.1995,2.2992,2.298,2.2636,2.1856,2.1411,2.1838,2.2286,2.2163,2.3424,2.5233,2.6298,2.7094,2.7404,2.6588,2.6912,2.627,2.5284,2.4627,2.5528,2.5162,2.6005,2.5876,2.5621,2.5472,2.5637,2.5708,2.5203,2.4057,2.3314,2.2777,2.2764,2.2558,2.1072,2.1207
Oregon,all_day_ratio_single_tile_users,5.8727,5.2979,4.8986,4.6936,4.5845,4.5407,4.6968,4.764,4.7357,4.7484,4.7822,4.8039,4.8414,5.007,5.1921,5.3344,5.5622,5.8086,6.0583,6.2567,6.3347,6.497,6.8394,7.2548,7.6098,7.895,8.1988,8.5193,8.7576,8.8614,8.7871,8.7112,8.6653,8.5681,8.5629,8.4784,8.3841,8.3134,8.2035,8.1585,8.0972,7.884,7.7901,7.6922,7.6504,7.6268,7.5871,7.5535,7.6154,7.5748,7.5709,7.5943,7.7345,7.8155,7.9281,7.9508,7.9553,8.0127,7.9537,7.8215,7.7224,7.5648,7.5343,7.5112,7.3719,7.2948,7.2624,7.211,7.1884,6.9915,6.81,6.8575,6.9833,7.0295,7.1204,7.1161,7.2042,7.3728,7.3867,7.2887,7.2335,7.162,7.1424,7.0264,6.8489,6.9324,6.8576,6.7496,6.6379,6.5925,6.6738,6.7255,6.4529,6.3581,6.2588,6.1872,6.1205,6.0161,5.9883,6.0217,6.138,6.2075,6.227,6.2772,6.2756,6.194,6.21,6.1475,6.1026,6.0777,6.0123,5.9513,5.8648,5.7852,5.7266,5.7172,5.7166,5.7193,5.6929,5.7804,5.8159,5.8249,5.8119,5.7858,5.7964,5.8237,5.7322,5.7154,5.7171,5.7313,5.7644,5.756,5.7257,5.773,5.7749,5.7678,5.7749,5.784,5.7946,5.8047,5.8251,5.8325,5.8473,5.8476,5.8381,5.8405,5.8257,5.8097,5.816,5.8357,5.8474,5.8813,5.8604,5.853,5.8413,5.7805,5.7242,5.6998,5.6651,5.663,5.6631,5.6607,5.7073,5.7198,5.7365,5.7285,5.7374,5.762,5.7934,5.7948,5.8206,5.8077,5.8026,5.8261,5.8126,5.802,5.7881,5.7698,5.7703,5.7896,5.7647
Pennsylvania,all_day_bing_tiles_visited_relative_change,4.6059,3.9923,3.7685,3.5029,3.8169,3.6892,3.8202,4.0937,4.3749,4.3505,4.2766,4.1338,4.0215,3.2055,1.9784,0.9144,-0.7141,-2.5036,-4.6916,-6.8847,-9.2157,-11.3928,-14.1423,-15.5928,-17.1046,-17.8311,-18.4337,-19.4764,-20.1182,-19.8521,-19.988,-19.6345,-20.0136,-20.2156,-19.6135,-19.3233,-19.0437,-18.7804,-18.7483,-18.8236,-19.3836,-19.1164,-19.5558,-20.222,-20.1895,-19.7388,-19.261,-18.634,-18.6074,-17.3936,-16.391,-16.3848,-16.5512,-16.561,-16.5465,-15.6697,-16.5313,-16.4681,-15.7203,-15.2019,-15.1115,-14.1328,-13.4354,-11.4271,-10.6837,-10.3096,-10.4346,-9.4776,-9.687,-10.2241,-10.1548,-10.4937,-10.3913,-9.4711,-9.1346,-8.2859,-7.0668,-6.8863,-6.0791,-5.5526,-5.3571,-4.7798,-4.7116,-4.8559,-4.1713,-4.9475,-4.6897,-4.4277,-4.7362,-4.6338,-4.3017,-4.1124,-2.7432,-2.6149,-2.67,-2.3585,-1.9731,-1.4901,-0.8393,-0.5576,-0.1924,0.0983,0.294,0.8157,1.1213,1.1245,1.1034,1.2247,1.5051,1.641,1.5462,1.4499,1.6026,1.5731,1.3216,1.3344,1.6283,1.8113,1.5762,1.4268,1.6178,1.982,2.3037,2.7828,2.6264,1.6278,1.9058,1.9151,1.7912,1.3009,0.6989,0.4976,1.4084,1.126,0.945,1.0327,1.2497,1.1785,1.2698,1.6695,1.5978,1.4952,1.267,0.9262,0.7747,0.8504,0.8834,1.1569,1.2745,1.2823,1.4772,1.7426,1.9307,1.9396,1.4604,1.6911,1.2093,1.3966,1.4745,1.2554,1.3039,1.938,1.9197,2.5736,2.5638,2.5265,2.7295,2.7015,2.4941,2.3822,2.4095,2.4583,2.5489,2.6505,2.6801,2.6133,2.5009,2.2968,2.2418,2.0159,1.5839
